username,komentar
@hamba2867,ORA MASOK
@s3myt586,Jan ra bergunaa
@gusti_code,kocak
@ghinaandfriend,"3,9 itu apa M apa juta apa apa"
@rudyblank774,Yang joget jamet 
@dezolatestation,"Horeg ini kt gwmah cuma sekedar cara masyarakat menikmati musik secara umum, ibarat kek audiophile tpi mainanya PA (public addres) system, cuma yg beda sama pa di konser & dinegara lain kek jerman ,horeg jelas low end nya lebih ditonjolin , unbalanced on purpose dripada balance kyk di panggung2 musik, jelas lebih cocok mainin lagu2 edm yg emnng low end nya lebih dominan ,

Cuma yg disayangkan ya pertunjukan nya berjalan di tengah2 hunian masyarakat umum yg jelas ganggu banget lah "
@AaBb-n8h,Media stres
@dongdot4121,Monuettt horeg setan
@cloud02135,"Semoga ini bisa menjadi inspirasi adek2 dan mas2 penghobby knalpot mber. Intinya bentuk komunitas dan acara rutin, lalu minta media wawancara penghobby dan pebisnis knalpot mber.


Kalau ada yang kontra boleh, asal terbuka siapa yang kontra, nama, alamat lengkap. Karena menjalin silaturahmi itu perlu."
@VIESSARENTERTAINMENT,JAWIR
@Ijul.ramadhan,wkwkwkwkwkwkwk ngakak
@fikri8640,GPJ Gibran Penerus Jokowi 
@YhaqinSaputraOfficial,"Menurut saya, kalau bener"" SDM TINGGI tidak mungkin mengurus orang lain, bahkan mereka sibuk mengembangkan diri sendiri  faktanya owner"" sound horeg mereka sibuk mengembangkan usaha / dirinya sendiri. sedangkan mereka SDM TINGGI, sibuk mengurusi sound horeg "
@jarvisspecta8488,Udah jelas sih jelas rusak
@dongdot4121,Kuuuuontollll
@raihanhinhun,jawa
@AlfiNanda-b1i,Memalukan
@musteng6861,Dongok
@Wortelemon46,"Bapak kau gpp malah di sawer , ada ibu2 marahin peserta soun konreg mau di gebukin kocak lu jamet ."
@richardyugoslavia5470,Sdm rendah
@aryasuteza6843,JAWA=HAMA
@artapela2042,Najis
@minajplisa1446,asw
@binamarching9197,Norak sih
@hawkmothsaurusz,Oon
@anandayudistira6560,Ngga masuk akal
@zakysyahbanadhuhan3481,Ga relawannya ga junjungannya sama2 kang ngibul
@SigitSusanto-f2j,Sound ganggu
@serbaserbi1760,b
@nandypratama9780,Aneh
@riorey8695,hadeh aneh2
@haniazalia6867,
WebyWiguna18,@opposite6892 Waasuu sound horeg ini. Sudah suka merusak fasilitas umum properti orang dan gak peduli lingkungan sekitarnya ada balita atau lansia. Sekarang diminta berhenti untuk menghormati Sang Kholik karena adzan ngeyel gak mau berhenti. Sampeyan tunggu di azab dulu baru berhenti????
WawanDR16,@opposite6892 Di neraka nanti siksaan nya ngadepin sound horeg di kuping nya langsung 
oicii30,@opposite6892 Nggak ada gunanya sound horeg serius hobi boleh begok jangan
sky_transparan,Giliran pas bs wfh eh tetangga dangdutan pake sound horeg Ealah asuuuuuuuuu Jendelaku + atap galvalum teras loh sampe pada geter Ya Allah tolong berikan hujan yg lebat biar mereka pada kesetrum listrik soundnya sendiri
thekayalix,@alhamdhany975 @opposite6892 Betul dari penampakan sound horegnya jg keliatan. Sound horeg itu pake truk gede-gede dr neraka
yunjinsslavee,Ngentott ni sape si nyalain horeg pagi pagi
not4fraids,@opposite6892 Gamau tau tapi ini lewat mulu si HOREG KONTOL HAMA ANJING BABI NAJIS
Gojaann,@opposite6892 @Gerindra tolong dong sound horeg sudah meresahkan g ada manfaatnya :(
amartawilaga,@kura2giok @opposite6892 Bentar lagi ada partai sound horeg 
Halusinashit,@rawayan212 @opposite6892 SOUND HOREG KONTOL GITU LOH
ohorella_b,@dktheindonesia @opposite6892 ketika suara TOA masjid dipermasalahkan sedang sound horeg dibiarkan
CutSarina5,Kampang kalian perusak Islam ya kalian dasar hama ngak malu sama agama lain temanku aja yg agama lain kalau Azan dia selalu menghormati menghentikan kegiatannya sound horeg kuam iblis kalau kayak gini najis cuih
RLitena,@ABaiNing_ @Fabysshal @zakiberkata Surabaya gak ada horeg kak 
apria20314,@opposite6892 Sound horeg itu kumpulan orang pemuja iblis qolbunya sudah menjadi batu ...
HembusanFITNAH,@opposite6892 Semoga ada bencana alam melanda kaum horeg.
Afrizalmaulanaa,@opposite6892 Pecinta sound horeg= kumpulan orang tolol yang paling tolol
mrqables,@opposite6892 Klo belio mati stel horeg aja ngaush d doain.
Dannydzf,@fakhruziae Pokoke horeg
penyamunemas,@starfess tentu saja day6 tour java and bali road itu apalagi war day1 berdarah2 tp worth walau soundnya bagusan sound horeg
teguhs1,@BangGenni @D27988Dyans @opposite6892 Lek nang suroboyo trus lewat ngarep omah ku bakal e tak bakar iku sound horeg.
Hermm1264396,@opposite6892 Ya gimana ya namanya horeg mah ya kalian tau sendiri emang orang2nya dongo Bahkan suara adzan aja sampai di abaikan selain dungu bebal apalagi?? Dan masih banyak lagi kata lainnya
Junaidi11132,@opposite6892 Ini ma ga jauh dari klompok itu itu jg dari gelagatnya..suara adzan ga boleh pake speaker horeg di budayakan
K99629,@hantherippler Sastra jawa jadi sound horeg
CocopitoeM,@opposite6892 Kelakuan Dajjal semua horeg horeg Taek
headlessangelII,Imagine having venom in my body as buddy like eddie did. Abis itu nyetel lagu miroh skz full bass pake sound horeg wkwkwkk apa ga kabur tuh venom 
joko_maryadi,@opposite6892 SDM rendah tidak paham toleransi padahal dia hidup dinegara mayoritas Mau bilang gimana ? Sound horeg yg dukung penguasa 
revolusi170845,Sound horeg ini harus dianggap mengganggu ketertiban umum dan layak ditindak
ijoroyo127,Bjirr gua bayangin si migel nyewa sound horeg 
juragan_bakiak,@opposite6892 Sudah jadi Agama soun Horeg ini kayaknya dikawasan malang raya
caramelloou,@dvsyyy_ tim yang bisa turu sekalipun dengerin jeje horeg‍️
craelestis,JAM SEGINI LEWAT HOREG AJJGGGG
GreenRange89644,@yo2thok Ga mungkin klo cuma uji coba sound horeg..
choconays,@iam_fridayyy @opposite6892 Terus kesetrum kabel sound horeg sound horegnya kebakaran 
ini_ituy,@BudiBukanIntel gk bisa berharap banyak sm warga provinsi sound horeg ini yg bangga dikatain sdm rendah chance pasangan ini menang di pilkada sangat rendah
iam_fridayyy,@opposite6892 GUA MASIH BINGUNG YANG DISUKAI DARI SOUND HOREG TUH APANYAAAA??? JELAS2 NORAK BANGET YASSALAM 
Mi_farid32,@opposite6892 Itu bukan di Jawa Timur. Dari bahasanya itu di Lombok. I know the language. Mungkin itu gerombolan kecimol. Lebih sedikit rendah volumenya seperti horeg+jadi ajang mabok wkwk
WimZulfikar,siapa disini cita2nya mendengarkan tarot menggunakan sound horeg saya️
TorpedoNuklir,@zakiberkata Jatim lagi kena hukuman tuh coba kurangi maen horeg
ArhieThekop,@opposite6892 klo dilihat2 ini bkn horeg tpi nyongkolan di lombok gw ga suka horeg tpi ni beda
SirNetijen,@zakiberkata Apakah j-team kena karma sumpah serapah korban horeg? Masih panas aja coeg 
bbyulop,@ulxlittlesecret Takut bgt pukupukupawpaw di setel pake sound horeg
iyanbelajar,JANCOOKKKKK JAM 11 NGENE KI ONOK SOUND HOREG LEWAT
itsnatachai,kebanyakan nonton sound horeg nih begini jadinya 
kedepok,kakean nyetel horeg
Alex119_And,@opposite6892 Sabab musabab musik diharamkan karena melalaikan Fenomena sound horeg mau kesal tapi orang-orangnya modelan begitu..
Dipo76863675,Bahkan awanpun menjauhi sound horeg
Stow25311705,@kegblgnunfaedh Gak usah sok kaget lihat kelakuan orang India di Indonesia ada Jawa dengan segala keanehan nya mulai dari gus2an sound horeg pendekar jatilan dll yg mau tambahin silahkan
tahumaliki,ide melakukan hal seru sama pacar atau siapapun yang boleh dicoba: - ngonser skena ambyar - malem malem lewat jalan rawan begal - join membership psht - pawai sound horeg date
Cenulsty,kalo ga mempan kokk sui2 mending kirim sound horeg heee deloken @SMTOWNGLOBAL
filgewd,Wkwkwkwk yg bikin sound horeg norak gini siapa to
dedyffff,keberhasilan terbesar saya selama hidup di jatim -tidak pernah ikut silat -tidak pernah suka sound horeg -tidak pernah naik herek an
anggaimaginer,@SaintHaezer @BudiBukanIntel Selama sound horeg masih normal buat mayoritas warga sana selama itu pula hal tersebut tidak terlihat aneh
anarkidirl,@bloodriote takbirrr mari sposes ptv 24 jam ngalahin sound horeg depan rumahku sachi
Redaksi_5News,KPU Semarang Larang Pendukung Paslon Bawa Sound Horeg Saat Debat Pilkada 2024 https://t.co/PJBwnXhokH
ai_45deyk,@cukurukukkk_mrk @ren_dyys Tenang Bangkok gak punya sound horeg sama fufufafa kan 
Zakaria80923625,@opposite6892 Prindavan yg ada di Indonesia. Kaum horeg ga guna
laginongol8,@andywindarto HRS nuntut dinasti PKS nyari beking dinasti kelas PKS memang beda pks kalao kampanye suka zumba projo suka horeg pks ft projo ____ zumba horeg
aahiklmnoru,@opposite6892 Apa yang diharapkan dari sdm2 sound horeg?
BalimbingJ,@opposite6892 Apa itu sound horeg ? Apa gunanya
mifttakhulhuda,@feedemady modalenamu we koyo tukang soundsytem horeg
poettzzz,@zakiberkata coba kurangi sound horeg makanya jatim siapatau ada pengaruhwkwk
s_4444x,@ncitywalk surabaya wajib sih nanti impor sound horeg dari malang biar pukupukupawpaw se-jatim 
pheiajo,@opposite6892 kalau ga sound horeg kalau ga pesilat boleh nyebut suku ga?
yrsuggar,@youngjohnho Mana pake sound horeg yg gede itu
Monarkick,@rigaz29 @BudiBukanIntel lebih milih nonton horeg
Abiiyaqin,Ndak ndelok horeg disek wes. Dana habis temen nek saiki‍↔️
iwonpilyutu,Jaehyun lek gak wamil ngerungokno sound horeg karo joget paling ya 
agung2417,@jawafess jare prindapan sik gk melarang sound horeg bakal dipilih
keepstjr,@dallaverty @irwndfrry sound horeg silat keroyokan jawa jawa jawa
choishav,@choishisann KEBANYAKAN GAUL SAMA ISAN SOUND HOREG GA?
chiplyancr,Harusnya lagu 127 diputer pakai sound horeg gak sehhhh
_Haris_Srg,Orang miskin kini dicekokin miras narkoba ponjol dan judol. Hingga lahirlah generasi bullying Gang Motor Begal hingga Horeg. Keputusasaan hidup ditutupi dgn ogah2an ugal²an tiktokan buat pelarian. Sementara solusi negara cuma 2 kalau gak BLT Bansos. Menyedihkan. 
PakHans90,@Fabysshal @zakiberkata Takut sama suara son horeg
harizsoeoed,Bunuh-bunuhin aja horeg
shizy_Lia,3 cagub Jatim kalau ada yg melarang sound horeg 
kurniawanaghil,@UmarSyadatHsb__ Kaum Hore atau Kaum Sound Horeg Ya ? 
ABaiNing_,@Fabysshal @zakiberkata Kebanyskan horeg 
udi_sapys,@opposite6892 Semoga pelaku Sound Horeg Kena Azab Tuli Se umur hidupnya
ffzzzzy,@ulxlittlesecret Bisa muter puku puku paw paw ga sih pake sound horeg
kimengmen,@BosPurwa Saya ingin yang bisa menindak sound horeg yang meresahkan
siswosartono,@RandomVall94498 @opposite6892 Horeg lebih kafir lg dong klo gitu? Norak
siswosartono,@alhamdhany975 @D27988Dyans @opposite6892 Malu ga sih.. Padahal bukan di Jatim.. Tp sudah terkenal jamaah sound horeg ya jatim
kzwcandy,@ulxlittlesecret sound horeg stay di jkt ampe kapan yorobun
Blaeshpemy,@21O576 lu aja yang gue bawain horeg deh
sayangccu,@opposite6892 orang orang yang suka sama sound horeg tuh kenapa sih ada adzan aja gak di hargai banget
minggu256,tolong bawa truk horeg ke rumah @ancatriasih tp puter lagu all i ask by Adele ya.
FatihAl37829,@opposite6892 horeg sebelum ini ada? satu cara memusnahkan harmoni rakyat islam sapa dibalik tadbirnya musnahkan ia
incesassa,info horeg buat bangunin eja ya Allah
hendevour,@nyonyaawong_ gaboleh galak kia mending kasih sound horeg 
diansantanag,@opposite6892 Klok mereka ninggal ngga usah di Ngajiin. Biar di mainkan Horeg gtu aj koq Repot.
alteinberg,Bagus sih ya bu Luluk ini opininya tepat sasaran semua yang jadi permasalahan di jatim. Cuman yang jadi masalah apakah masyarakatnya bakal dengerin debat cagun cawagub daripada sound horeg? Wkwkw
ALQ997,@opposite6892 Horeg Kaum pengikut dajjal semua
bakulpecelpincu,alasan sebaiknya jangan ke malang: - macet - angkot ugal an lagi tolol - pendatang timur hobi rusuh - sound horeg - jukir brengsek - kayutangan? did you mean jiplakan Malioboro?
biru_absinthe,@yettokki Sekalian nyewa sound horeg jugalah biar menggelegaaar.
BangGenni,@D27988Dyans @opposite6892 Khofifah gak becus dadi gubernur jatim sound horeg meresahkan malah di jarno
DeisikseuJombie,Bahkan earphone butut dengan suara horeg ini msh bisa bikin gue FEEEELLLSSSSS https://t.co/p9e9Qgqpvs
iiffalutfiani,Btw @DyandraGlobal gak mau bawa 127 ke jatim ta? Be'e Nyobain fact check gawe sound horeg 
WorldCrypto99,@opposite6892 Gak guna bnget ni horeg !!! Kalian ada ga sih otak nya woi dongo !!!!
apaan_tuch_,Gue butuh lagu jedag jedug utk menemani lembur supaya kagak ngantuk. Mana ujan di luar dingin di kamar dingin KASUR PUN MENGGODA. Nyewa sound horeg sabi nih biar sekalian luar dalam bergetar
hndkerdn_,Efek kuping banyak kemasukan suara horeg jadi menjalar ke saraf otak yang menjadi GOBLOK
Astii24,@zakiberkata Surabaya terpantau banyak jalan ditutup karena hajatan. Awan tidak bisa lewat. Kalah sama sound horeg nikahan
fufufafaaibnas,@strawberriescg @jawafess Akibat keracunan sound Horeg
yudhaadishwaa,yancyok isoke nang omah di gae kordar arek horeg horeg
TAESANxWAR,zenonya ada lagu jorok gak ya gw mau nyetel pake speaker horeg
otakosonggg,@zakiberkata Jawa timur awannya kegeser sound horeg
derschwebende,ini namanya bukan sound horeg tapi kecimol. kecimol ini semacam grup musik jalanan di lombok. biasanya jadi pengiring pengantin dalam nyongkolan. fun fact buat orang yang mengira di lombok itu sangat strict pengiring pengantin dalam nyongkolan di beberapa desa biasanya mabuk.
KimK93631,@opposite6892 jawa emg unik2 kelakuanya itu gw ampe skrng ga ngerti knp mereka ngadain sound horeg bgtuh gw liat d hp aja brasa mumet apa lg yg kna getaran ya terbaik emg jawa. gass jawa wkwk
sxoobin,@Quanrlui Gaboleh penasaran gini yaa. Rahasia soalnya kita idol. Kalo rumahmu sepi ajak aja aku ke rumahmu nanti kubikin rame pake sound horeg.
ulul_AlbabAya,@Mdy_Asmara1701 Asik banget kalo ada yang nyetel horeg oke gas di sana 
pasisi_,lagu sound horeg enak jugak
adistapid8nti,bener juga bikin sound horeg ya biar pada gk kesini
komdigi_id,Hujan aja ga mau lewat area horeg
lupna,@rigaz29 @BudiBukanIntel pantesan horeg bikin kaca pecah/rumah rubuh malah disawer. Masih pada primitif.
cinnimore,@rizalsimmint @kegblgnunfaedh kwakwkskkwkakwk horeg
reza_nusantara_,@kegblgnunfaedh Disana air ac diminum disini sound horeg. 11-12
Kabayan75049270,@ejaferdiansyah Ada sounn horeg nya coy 
AndangW,@astrophiliabae Seorang pengusaha sound horeg tiba tiba meninggal karena tersedak subwoofer
representatif,@ameriken0__ Aku bacanya tempe horeg
AdilaLega,@ubermenschna Kayak sound horeg maksa masuk gang senggol
rizalsimmint,@kegblgnunfaedh Serius a iki cok? Pelajaran sd ngene arek saiki gaiso? Wes kon melok horeg ae lah cok guoblok
DefrTen,@_mnxza_ liat dulu klo ada knalpot brong n sound horeg keknya bagi2 podium
soberiize,@greyskiiieee @SMTOWNGLOBAL RIYALL KOCAK LM LM INI AK BAWA AJA DH HOREG BIAR MENGGELEGARR GEDUNGNYA SAMPE ROBOH BRING SEUNGHAN BACK TO RII7E @SMTOWNGLOBAL #ProtectHumanRightsOfSMArtists #화환등비인도적행동에대해엄격대응해라
nonasanzu,kocak siapa siang² panas gini nyalain sound horeg anjir 
CattoStruick,@MeowIsRoaring rencananyaa ya tetep keliling pake sound horeg supaya semua orang tetap berfokus sama gue! si kucing belang belang keren anjay gurinjay. terus tetap percaya kepada diri gue sendiri kalau gue adalah kucing pembawa sound horeg yang pembaik lovpis n gawl. 
heynodge,Jadi gak heran kalo suaranya bikin barang-barang getar karena definisi horeg itu sendiri artinya bergetar dalam bahasa jawa! https://t.co/iVqf5LqxcD
heynodge,Pas pelantikan Prabowo Gibran redaksi Nodge+ merasakan getaran sound Horeg yang sampai bikin spion motor goyang-goyang https://t.co/7F3owrQpcf
heynodge,Horeg sering banget dijadiin bahan becandaan dan memes di sosmed. Tapi setelah ditelusuri lebih lanjut Horeg itu bisa jadi alat buat menyatukan masyarakat lohhh https://t.co/hqKAnB6qHq
rockwithkyeom_,YG harusnya pake sound horeg buat DRIP DRIP di Seoul
kiwiscuttle,jangan sampe gw gotong sound horeg ke depan gedung lu ya kocak @SMTOWNGLOBAL
MeowIsRoaring,Maksudnya ya seperti setelah kalian berencana pakai sound horeg biar orang-orang lihat kalian itu setelahnya kalian mau kabur dari dunia atau tetap lanjut keliling pakai sound horeg.
mario_an19,@katyusha_Aster @Kogajaja @4nti_koruptor @PantauPapua dan sound horeg siap menginvasi kalian zehahahha 
jeonssigurl,@akeera_iy @whisperoflunar @crisidentity @crisidentity lanjut denger sound horeg aja gausah sok nanyain impact lagu organic
letsrelax_,@briclante kasih musik horeg aja biar ga sunyi
MilanistiSagita,@kucingsakau @BudiBukanIntel Jatim tuh g bakal bisa pisah dari NU tradisional struktural Bonek-Arema pendekar dan sound horeg. Mau menang di Jatim ya tau harus gimana kan
zanepenjahit,@BudiBukanIntel G berharap banyak dr provinsi yang melahirkan sound horeg sholawat jedag jedug &amp; PSHT
King_Koa1,@_MbakSri_ Soal kerja Sudah diborong horeg Mbok Sri Dari kuli babu jongos kasihan ya horeg cuma jadi pelengkap penderita Nama aja yang ala kebarat barat an 
Helmiputra48018,@PantauPapua Klo bakalan ada sound horeg juga di papua
kimnamruud,@ejaferdiansyah Kasih sound horeg udah seneng orang tua
mbedosol,@Agung_CJsnare @UpdateBolabola Untuk warga kediri sambutlah tamu dengan sound horeg.
Keigeoruby,INI SIAPA SIH YG MASANG HOREG PAGI PAGI!!
sulthanmunir,Aturan bawaa sound horeg lah
arsdwnard,@akbarfaizal68 Pokok nya yg bisa STOP HOREG DI JATIM saya dukung...kkkkkk
sneakyscorpi0n,set5 isuk sound horeg wes muni bayangno cok jam setengah 5 asuuuu
Slipkenyot,@PantauPapua Setuju bayangin lg anteng2 tbtb ada horeg
xcoverurget,@UjungPen skalian by diulti pake speaker horeg biar bangun
wahyumotoparts,@folkshittmedia masalahnya pake speaker sound system jedag jedug mungkin ya wkwkwk spek horeg
dicancel,Wanjir jisoo foto depan truck sound horeg gawat
korbanHONDA,@korbanNJH Besok mau top up ff dan melihat sound horeg
multicuntural,beberapa menit matiin dnd trs nyalain notif rasanya kek lg denger sound horeg right in front of my face alias brisik bgt taaaaaaik
jihawnie,@sohyunea @ssunwuo @1 apalagi teriak nya pake sound horeg ya
JuraganOpakAsin,@DavitAndriawan @DBarkeh49017 @prabowo @jokowi Tiru dong saat Bolone mase kirim sound horeg saat Prabowo Gibran punya hajat di GBK.. Pasti kalian kaum curut ikut joget2 seneng.. Ngaku saja..
christcyan,@TomyZei @BramastaVerrell Lokal bisa apa? Jdi tim horeg aja tinggi dan body charge skill aja udah beda mau bikin lawak di Piala Dunia? wkwkk
FeryFebriyant0,@Heraloebss Ngerinya Takutnya klo ibunya digigit semut tetangganya malah nyewa sound horeg didepan rumahnya
showm4ker_,Kalian ga bawa sound horeg siii
Subhan666N_I,Asem langsung kebayang horeg
LateNiteSoul,Lagi ngedengerin ponakan yang nyeritain abis nonton gig My chemical romance pierce the veil underoath etc.. sambil sayup2 sound horeg selendang biru hok a hok e syahdu dr rumah tetangga
aan_yagami,@kegblgnunfaedh Pemuda sana naik paus di laut. . Pemuda sini naik sound horeg di laut. .
indrraprmna,@meteoricks sebagai warga plat N jateam saya muak dengan per-horeg-an ini
aksarapodo,@ailafile suaranya dimasukin ke sound horeg wkwkwk
LadyBrocolli,Ngebayangin inisial D nyetel sound horeg 
singpenting__se,@yaniarsim Coba kalau reuniannya pas tanggal 20 Oktober kemarin. Pengen lihat kalian amprokan sama tim Sound Horeg ... https://t.co/nK8MFqXYVI
rangeroink,knet plis setel ini pake speaker horeg di depan gedung hybe 
soulofmyth,@ernimlyn eh km gada niatan ikut karnaval horeg?
chilmll,@EGOTHEISEM Nyalain aja sound horeg pasti langsung rame.
tanoyo7902,@Zahra_Humairah_ @jokowi Cok! knapa gak pake sound horeg tolol masih ja pake toa lo demo ja fak modal minta didengerin cok asu wkkkkk
Andika_CJ,@ErikkuRii Kalau horeg sih barangnya masih milik dia (enggak jadi barang publik kayak gapura). Maunya mereka kan duit kaum lain masuk kantong kaum mereka duit kaum mereka harus cuma muter di mereka 
RitwanRistanto,Warga yg normal dgn rasa &amp; sisi manusiawinya masih ada makanya Raja aja dilawan. jgn samakan dgn negara horeg 100 lbh nyawan org mati sia2 krn nonton bola smp skrg tdk ada yg diadili. pemimpinnya ditny mlh ketawa. negara horeg bro..taek-taekan diawur kabeh yo meneng wae. :/
ivanpersie20,@ilhampid Tiba tiba personal terus ngajak ngopi. Make narkoba apa? Apa kebanyakan horeg makanya otaknya ikut oleng? 
ErikkuRii,@Andika_CJ Melihat sound horeg kayanya nggak juga.
mitted_,@hazumidayo Siippp saatnya menyiapkan Sound Horeg untuk penyambutan mas 
ivanpersie20,@ilhampid Jawa goblok wkwkw udh bener horeg aja sana gausah ngomongin bola
FajerDewi,@Kucingnyamamii Degdegan nya udh kayak sound horeg kak ain
ristoooooooo,@duniabulat5 @Franken_blues Sound Horeg versi FPI.
hanihanishine,infokan persewaan sound horeg daerah SM town mau gue sewa sehari semalem buat di taro di depan SM puterin lagi bring back seunghan sehari semalem full volume oke gas oke gas. sekalian tabrak lah tuh gedung gak guna
cypherscarlet,pengen gw sambungin ke sound horeg https://t.co/2A7r31RsbB
thyunnzi,Sbg warga jatim Resist cocok bgt diputer di sound horeg
abcdefghaha26,@rafah_raisy @ryzensmaster @36_youth G seru guduk horeg po pesilat
snowflakemlet,@wordsofsplendor betul. akan kukirim sound horeg itu ke depan rumahmu
ejaferdiansyah,@ImaginarySteady Ya maaf ku kiranya sound horeg
ImaginarySteady,Ya Allah kasihan pengguna jalan raya itu.... Kok karnaval horeg coba.... 
jametsurabaya,@ejaferdiansyah senin2 kerjo loh enak kok malah pawai sound horeg
ejaferdiansyah,Ku kira Karnaval Sound Horeg. Ternyata ada Reuni 411. https://t.co/BXY4h5BEZe
terbelati,@bleakjourney @mrokxx1 Opo o bos gak seneng sound horeg a?
shelter_8848,@PantauPapua Maksudnya damai tanpa horeg ya ?
floryntank,@restindahood @SaulGoodManIndo @Au_rinjani @kegblgnunfaedh jadi beneran ngebayangin ada yang nekat nyalain sound horeg waktu Nyepi 
zulfajriramadan,@crockpics pokonya lagu-lagu yang biasa diputer pake horeg
kaisdwimar,Pingin ngirimin truk ke gedung si kuning terus setel lagu obsession pake sound horeg. Menyala sekali pasti
sapororoy,Ini ya boomer pengurus mesjid juga suka pada tutup kuping tiap dikasih tau kalo di kota gede tuh mesjid banyak gaperlu lah nyetel murotal ama azan kaya sound horeg kecuali lokasinya bukan di perumahan. Kalo di perumahan tuh tempat tinggal perlu diatur soundnya yg bijak.
mario_an19,@auradewi1927 @jawafess ga kebayang closing statement bu risma mari kita berdayakan dan rawat budaya2 jawa timur. termasuk sound horeg all in bos2 sound
sapororoy,Ya allah sebel banget sama mesjid yang nyalain speaker tapi volumenya ga bijak banget. Emosi jam segini nyetel murotal tapi kaya pake sound horeg.
JohnLeggo529713,@RadioElshinta Harusnya sewa suond horeg biar didengar
Momoychii,aku juga pengennya nikah gini gak perlu ada sound horeg dll itu kecuali kalo aku nikahnya ama jungkook bakal pesta 7 hari 7 malem 
Rsldhan,@baajiingaan ada juga horeg prindavan ya
miungje,@enamci @1 SETUJU banget dd gak sabar mau denger ding dong ding dong i swear im seeing kingkong pake sound horeg pake dresscode skena boy
soowonallies,Kaget baca TL pagi ini tyt ada horeg gara2 bunga . Padahal kmrn malem terakhir cek masih hepi2 . Siapa yah pengirim bunga yg namanya dirahasiakan itu? Bukan Soomen kyknya dia mah bawa langsung bunganya ke rumah G. Tapi siapa dong jadi yg kirim? 
bluwzheiy,@NewTread_ Diputer lagu horeg lamgsung goyang itu pasti
Santi_nya,@baajiingaan oh jdi inspirasi horeg dri sini ya
HLYB1226,Trailernya dong keluarin....duo ciwi maen horor pasti gak jauh dr mata melotot teriakan gambar gelap sound horeg
wegaws91,@SelebtwitMobil Berlawanan soal mobil. Bersatu dengan horeg.
prasilviat82682,@Louis_chantika Parah . Mending pasang speaker horeg aje . Sekalian ngibur
kratossshh,@tararin022103 Motore herex/icikiwir cb gl jamaah mafia sholawat mabukan keroyokan main judol penyuka sound horeg
kratossshh,Gue sebagai fighter taekwondo yang masih cupu ini jujur mau bilang senior yang nendang tolol bocil bocil cungkring bau tengik pasti mainnya keroyokan disuruh fight pake jurus silat gabisa malah nyerang ngawur perokok sound horeg terkadang main judol sama minjol
yahngantuk,@jhordyeryas Ayayi pernah Denger Horeg gk ya??
hwan_noona18,@endmeshed Bentar mau nyiapin sound horeg dulu
matsibarani,@papi_pesta @piscesgirle @sopir_idiot Kebanyakan nontonin horeg kayaknya
Ara_Nazh,@FaktaSepakbola Keren emang mas mas Jawir satu ini...beda ma mas mas sound horeg konvoi pencak silat
matsibarani,@sopir_idiot Warga horeg ya iyalah udah budeg buta pula rupanya
dewirahmat_,@baajiingaan ternyata macam2 horeg ada banyak
90s_rightt,@mlbbfess jir si soyou baru debut dah dpet skin collab
monvngis,@baajiingaan ini mah bukan horeg
fx_raptor,@0tk0il @agusmibrahim Rocker cocoknya ini biar bisa ngangkut sound horeg lagu2 koil https://t.co/tqou0miKgB
Sentinel111085,Ga bisa disekolahin lagi ini. Ga bisa ditolerir. Aku malu sebagai sesama Jatim. Tolong siapapun yg mampu musnahkan sound Horeg! 
matram46518,@opposite6892 Ancurin n bubarin sound horeg udh ngeresahin bngt
Kakungkae_,@opposite6892 Ayo dolor kalau ada sound horeg lewat jangan ragu untuk melempari sampai dobol sound horeg tak ada manfaatnya
8i9panda,@opposite6892 KAPAN ADA TINDAKAN TEGAS BUAT KOMUNITAS SOUND HOREG?
jwscldh,@opposite6892 Coba deh razia kuping pemain2 sound horeg jangan2 mereka sumpel pake kapas
thejoefree,@opposite6892 larang segera sound horeg mengganggu warga merusak moral dan fasilitas sebelum semakin besar &amp; rusak @Kepolisian_RI
bucheendaysix,ini seriusan jam segini udah ada sound horeg?? 
jude_belimbing8,@SeputarMadrid bubarin aja ini tram jadiin komunitas sound horeg
pandariawan,@opposite6892 Pemuda jaman sekarang isinya tai semua klo ga sound horeg gus2an joget tiktok atau herex cb. Kapan negara ini maju.
uukonen,@opposite6892 Klo mati jgn diadzanin setelin aja sound horeg
husinb1,@zakiberkata AREA SOUND HOREG sampai kmarin panas https://t.co/tisRCk7IcS
DhaniNurc,@zakiberkata Hujannya males min ada sound horeg
Ladden2,@opposite6892 Sound horeg adalah si primitif yg sok iyyyeee heuh 
nadyarubyjane,@reza_nusantara_ @kegblgnunfaedh disana juga ada sound horeg
afiafi26,Situ yg ga kreatif dan miskin konten malah authornya yg disalahin cuma krn likes sm apresiasi karya fans nya. Curiga orang2 model gini pas lahir langsung disetelin sound horeg dikupingnya makanya fungsi otaknya agak bermasalah ‍‍
choconays,@opposite6892 Amit-amit naudzubillah ya Allah takut banget pas lagi joged2 pake musik sound horeg tiba2 dia meninggal apa dia nggak takut ya
Shinsstudio,bisa gak ya protes depan gedung2 SM gitu besok2 pake sound horeg biar kedengeran noh sama CEOnya begeter hatinye
mellowmen_,@opposite6892 Sy tinggal di kab. Malang aduh sound horeg ini sangat menanganggu sekali. Apalagi di desa tempat sy tinggal ini orang orangnya pada gak mau kalah ada orang beli apa besoknya ikut beli meskipun utang juga ayok saking gak mau kalahnya.. termasuk hidupin sound
